segment_id	seek	segment_start	segment_end	segment_text	tokens	temperature	avg_logprob	compression_ratio	no_speech_prob	segment_confidence	word_text	word_start	word_end	word_confidence
84	38948	415.96	416.08	 Ja, det är en bra situation.	[51664, 3530, 11, 1141, 3775, 465, 1548, 2590, 13, 51764]	0.0	-0.21249386980817034	7.925925925925926	0.11932142078876495	0.83	bra	416.04	416.06	0.942
84	38948	415.96	416.08	 Ja, det är en bra situation.	[51664, 3530, 11, 1141, 3775, 465, 1548, 2590, 13, 51764]	0.0	-0.21249386980817034	7.925925925925926	0.11932142078876495	0.83	situation.	416.06	416.08	0.838
85	41748	417.48	420.68	 Ja, så tycker jag också att det är svårt. Kan vi få se CVet innan där?	[50364, 3530, 11, 4719, 31053, 6368, 13312, 951, 1141, 3775, 17342, 45287, 13, 11120, 1932, 14251, 369, 22995, 302, 7714, 282, 12976, 30, 50564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.663	Ja,	417.48	417.62	0.194
85	41748	417.48	420.68	 Ja, så tycker jag också att det är svårt. Kan vi få se CVet innan där?	[50364, 3530, 11, 4719, 31053, 6368, 13312, 951, 1141, 3775, 17342, 45287, 13, 11120, 1932, 14251, 369, 22995, 302, 7714, 282, 12976, 30, 50564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.663	så	417.72	417.84	0.26
85	41748	417.48	420.68	 Ja, så tycker jag också att det är svårt. Kan vi få se CVet innan där?	[50364, 3530, 11, 4719, 31053, 6368, 13312, 951, 1141, 3775, 17342, 45287, 13, 11120, 1932, 14251, 369, 22995, 302, 7714, 282, 12976, 30, 50564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.663	tycker	417.84	418.08	0.754
85	41748	417.48	420.68	 Ja, så tycker jag också att det är svårt. Kan vi få se CVet innan där?	[50364, 3530, 11, 4719, 31053, 6368, 13312, 951, 1141, 3775, 17342, 45287, 13, 11120, 1932, 14251, 369, 22995, 302, 7714, 282, 12976, 30, 50564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.663	jag	418.08	418.22	0.873
85	41748	417.48	420.68	 Ja, så tycker jag också att det är svårt. Kan vi få se CVet innan där?	[50364, 3530, 11, 4719, 31053, 6368, 13312, 951, 1141, 3775, 17342, 45287, 13, 11120, 1932, 14251, 369, 22995, 302, 7714, 282, 12976, 30, 50564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.663	också	418.22	418.44	0.832
85	41748	417.48	420.68	 Ja, så tycker jag också att det är svårt. Kan vi få se CVet innan där?	[50364, 3530, 11, 4719, 31053, 6368, 13312, 951, 1141, 3775, 17342, 45287, 13, 11120, 1932, 14251, 369, 22995, 302, 7714, 282, 12976, 30, 50564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.663	att	418.44	418.6	0.824
85	41748	417.48	420.68	 Ja, så tycker jag också att det är svårt. Kan vi få se CVet innan där?	[50364, 3530, 11, 4719, 31053, 6368, 13312, 951, 1141, 3775, 17342, 45287, 13, 11120, 1932, 14251, 369, 22995, 302, 7714, 282, 12976, 30, 50564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.663	det	418.6	418.68	0.917
85	41748	417.48	420.68	 Ja, så tycker jag också att det är svårt. Kan vi få se CVet innan där?	[50364, 3530, 11, 4719, 31053, 6368, 13312, 951, 1141, 3775, 17342, 45287, 13, 11120, 1932, 14251, 369, 22995, 302, 7714, 282, 12976, 30, 50564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.663	är	418.68	418.76	0.878
85	41748	417.48	420.68	 Ja, så tycker jag också att det är svårt. Kan vi få se CVet innan där?	[50364, 3530, 11, 4719, 31053, 6368, 13312, 951, 1141, 3775, 17342, 45287, 13, 11120, 1932, 14251, 369, 22995, 302, 7714, 282, 12976, 30, 50564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.663	svårt.	418.76	419.08	0.937
85	41748	417.48	420.68	 Ja, så tycker jag också att det är svårt. Kan vi få se CVet innan där?	[50364, 3530, 11, 4719, 31053, 6368, 13312, 951, 1141, 3775, 17342, 45287, 13, 11120, 1932, 14251, 369, 22995, 302, 7714, 282, 12976, 30, 50564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.663	Kan	419.18	419.3	0.495
85	41748	417.48	420.68	 Ja, så tycker jag också att det är svårt. Kan vi få se CVet innan där?	[50364, 3530, 11, 4719, 31053, 6368, 13312, 951, 1141, 3775, 17342, 45287, 13, 11120, 1932, 14251, 369, 22995, 302, 7714, 282, 12976, 30, 50564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.663	vi	419.3	419.42	0.914
85	41748	417.48	420.68	 Ja, så tycker jag också att det är svårt. Kan vi få se CVet innan där?	[50364, 3530, 11, 4719, 31053, 6368, 13312, 951, 1141, 3775, 17342, 45287, 13, 11120, 1932, 14251, 369, 22995, 302, 7714, 282, 12976, 30, 50564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.663	få	419.42	419.54	0.898
85	41748	417.48	420.68	 Ja, så tycker jag också att det är svårt. Kan vi få se CVet innan där?	[50364, 3530, 11, 4719, 31053, 6368, 13312, 951, 1141, 3775, 17342, 45287, 13, 11120, 1932, 14251, 369, 22995, 302, 7714, 282, 12976, 30, 50564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.663	se	419.54	419.74	0.888
85	41748	417.48	420.68	 Ja, så tycker jag också att det är svårt. Kan vi få se CVet innan där?	[50364, 3530, 11, 4719, 31053, 6368, 13312, 951, 1141, 3775, 17342, 45287, 13, 11120, 1932, 14251, 369, 22995, 302, 7714, 282, 12976, 30, 50564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.663	CVet	419.74	420.14	0.393
85	41748	417.48	420.68	 Ja, så tycker jag också att det är svårt. Kan vi få se CVet innan där?	[50364, 3530, 11, 4719, 31053, 6368, 13312, 951, 1141, 3775, 17342, 45287, 13, 11120, 1932, 14251, 369, 22995, 302, 7714, 282, 12976, 30, 50564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.663	innan	420.14	420.5	0.879
85	41748	417.48	420.68	 Ja, så tycker jag också att det är svårt. Kan vi få se CVet innan där?	[50364, 3530, 11, 4719, 31053, 6368, 13312, 951, 1141, 3775, 17342, 45287, 13, 11120, 1932, 14251, 369, 22995, 302, 7714, 282, 12976, 30, 50564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.663	där?	420.5	420.68	0.583
86	41748	428.06	429.94	 Ja, han är också password distinction på änden.	[50864, 3530, 11, 7276, 3775, 13312, 11524, 16844, 4170, 24981, 268, 13, 51014]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.647	Ja,	428.06	428.26	0.541
86	41748	428.06	429.94	 Ja, han är också password distinction på änden.	[50864, 3530, 11, 7276, 3775, 13312, 11524, 16844, 4170, 24981, 268, 13, 51014]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.647	han	428.3	428.4	0.778
86	41748	428.06	429.94	 Ja, han är också password distinction på änden.	[50864, 3530, 11, 7276, 3775, 13312, 11524, 16844, 4170, 24981, 268, 13, 51014]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.647	är	428.4	428.44	0.607
86	41748	428.06	429.94	 Ja, han är också password distinction på änden.	[50864, 3530, 11, 7276, 3775, 13312, 11524, 16844, 4170, 24981, 268, 13, 51014]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.647	också	428.44	428.6	0.706
86	41748	428.06	429.94	 Ja, han är också password distinction på änden.	[50864, 3530, 11, 7276, 3775, 13312, 11524, 16844, 4170, 24981, 268, 13, 51014]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.647	password	428.6	428.92	0.664
86	41748	428.06	429.94	 Ja, han är också password distinction på änden.	[50864, 3530, 11, 7276, 3775, 13312, 11524, 16844, 4170, 24981, 268, 13, 51014]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.647	distinction	428.92	429.34	0.333
86	41748	428.06	429.94	 Ja, han är också password distinction på änden.	[50864, 3530, 11, 7276, 3775, 13312, 11524, 16844, 4170, 24981, 268, 13, 51014]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.647	på	429.34	429.58	0.942
86	41748	428.06	429.94	 Ja, han är också password distinction på änden.	[50864, 3530, 11, 7276, 3775, 13312, 11524, 16844, 4170, 24981, 268, 13, 51014]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.647	änden.	429.58	429.94	0.726
87	41748	431.5	434.86	 Här verkar det som att han i alla fall, här ser man att han har jobbat på Lens.	[51064, 35539, 1306, 12303, 1141, 3307, 951, 7276, 741, 11591, 2100, 11, 6533, 816, 587, 951, 7276, 2233, 1691, 11980, 4170, 441, 694, 13, 51264]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.757	Här	431.5	431.78	0.837
87	41748	431.5	434.86	 Här verkar det som att han i alla fall, här ser man att han har jobbat på Lens.	[51064, 35539, 1306, 12303, 1141, 3307, 951, 7276, 741, 11591, 2100, 11, 6533, 816, 587, 951, 7276, 2233, 1691, 11980, 4170, 441, 694, 13, 51264]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.757	verkar	431.78	432.12	0.642
87	41748	431.5	434.86	 Här verkar det som att han i alla fall, här ser man att han har jobbat på Lens.	[51064, 35539, 1306, 12303, 1141, 3307, 951, 7276, 741, 11591, 2100, 11, 6533, 816, 587, 951, 7276, 2233, 1691, 11980, 4170, 441, 694, 13, 51264]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.757	det	432.12	432.22	0.873
87	41748	431.5	434.86	 Här verkar det som att han i alla fall, här ser man att han har jobbat på Lens.	[51064, 35539, 1306, 12303, 1141, 3307, 951, 7276, 741, 11591, 2100, 11, 6533, 816, 587, 951, 7276, 2233, 1691, 11980, 4170, 441, 694, 13, 51264]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.757	som	432.22	432.34	0.468
87	41748	431.5	434.86	 Här verkar det som att han i alla fall, här ser man att han har jobbat på Lens.	[51064, 35539, 1306, 12303, 1141, 3307, 951, 7276, 741, 11591, 2100, 11, 6533, 816, 587, 951, 7276, 2233, 1691, 11980, 4170, 441, 694, 13, 51264]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.757	att	432.34	432.5	0.789
87	41748	431.5	434.86	 Här verkar det som att han i alla fall, här ser man att han har jobbat på Lens.	[51064, 35539, 1306, 12303, 1141, 3307, 951, 7276, 741, 11591, 2100, 11, 6533, 816, 587, 951, 7276, 2233, 1691, 11980, 4170, 441, 694, 13, 51264]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.757	han	432.5	432.66	0.901
87	41748	431.5	434.86	 Här verkar det som att han i alla fall, här ser man att han har jobbat på Lens.	[51064, 35539, 1306, 12303, 1141, 3307, 951, 7276, 741, 11591, 2100, 11, 6533, 816, 587, 951, 7276, 2233, 1691, 11980, 4170, 441, 694, 13, 51264]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.757	i	432.66	432.78	0.838
87	41748	431.5	434.86	 Här verkar det som att han i alla fall, här ser man att han har jobbat på Lens.	[51064, 35539, 1306, 12303, 1141, 3307, 951, 7276, 741, 11591, 2100, 11, 6533, 816, 587, 951, 7276, 2233, 1691, 11980, 4170, 441, 694, 13, 51264]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.757	alla	432.78	432.92	0.772
87	41748	431.5	434.86	 Här verkar det som att han i alla fall, här ser man att han har jobbat på Lens.	[51064, 35539, 1306, 12303, 1141, 3307, 951, 7276, 741, 11591, 2100, 11, 6533, 816, 587, 951, 7276, 2233, 1691, 11980, 4170, 441, 694, 13, 51264]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.757	fall,	432.92	433.1	0.823
87	41748	431.5	434.86	 Här verkar det som att han i alla fall, här ser man att han har jobbat på Lens.	[51064, 35539, 1306, 12303, 1141, 3307, 951, 7276, 741, 11591, 2100, 11, 6533, 816, 587, 951, 7276, 2233, 1691, 11980, 4170, 441, 694, 13, 51264]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.757	här	433.12	433.3	0.666
87	41748	431.5	434.86	 Här verkar det som att han i alla fall, här ser man att han har jobbat på Lens.	[51064, 35539, 1306, 12303, 1141, 3307, 951, 7276, 741, 11591, 2100, 11, 6533, 816, 587, 951, 7276, 2233, 1691, 11980, 4170, 441, 694, 13, 51264]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.757	ser	433.3	433.48	0.934
87	41748	431.5	434.86	 Här verkar det som att han i alla fall, här ser man att han har jobbat på Lens.	[51064, 35539, 1306, 12303, 1141, 3307, 951, 7276, 741, 11591, 2100, 11, 6533, 816, 587, 951, 7276, 2233, 1691, 11980, 4170, 441, 694, 13, 51264]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.757	man	433.48	433.58	0.824
87	41748	431.5	434.86	 Här verkar det som att han i alla fall, här ser man att han har jobbat på Lens.	[51064, 35539, 1306, 12303, 1141, 3307, 951, 7276, 741, 11591, 2100, 11, 6533, 816, 587, 951, 7276, 2233, 1691, 11980, 4170, 441, 694, 13, 51264]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.757	att	433.58	433.7	0.828
87	41748	431.5	434.86	 Här verkar det som att han i alla fall, här ser man att han har jobbat på Lens.	[51064, 35539, 1306, 12303, 1141, 3307, 951, 7276, 741, 11591, 2100, 11, 6533, 816, 587, 951, 7276, 2233, 1691, 11980, 4170, 441, 694, 13, 51264]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.757	han	433.7	433.78	0.903
87	41748	431.5	434.86	 Här verkar det som att han i alla fall, här ser man att han har jobbat på Lens.	[51064, 35539, 1306, 12303, 1141, 3307, 951, 7276, 741, 11591, 2100, 11, 6533, 816, 587, 951, 7276, 2233, 1691, 11980, 4170, 441, 694, 13, 51264]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.757	har	433.78	433.88	0.851
87	41748	431.5	434.86	 Här verkar det som att han i alla fall, här ser man att han har jobbat på Lens.	[51064, 35539, 1306, 12303, 1141, 3307, 951, 7276, 741, 11591, 2100, 11, 6533, 816, 587, 951, 7276, 2233, 1691, 11980, 4170, 441, 694, 13, 51264]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.757	jobbat	433.88	434.16	0.931
87	41748	431.5	434.86	 Här verkar det som att han i alla fall, här ser man att han har jobbat på Lens.	[51064, 35539, 1306, 12303, 1141, 3307, 951, 7276, 741, 11591, 2100, 11, 6533, 816, 587, 951, 7276, 2233, 1691, 11980, 4170, 441, 694, 13, 51264]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.757	på	434.16	434.34	0.957
87	41748	431.5	434.86	 Här verkar det som att han i alla fall, här ser man att han har jobbat på Lens.	[51064, 35539, 1306, 12303, 1141, 3307, 951, 7276, 741, 11591, 2100, 11, 6533, 816, 587, 951, 7276, 2233, 1691, 11980, 4170, 441, 694, 13, 51264]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.757	Lens.	434.34	434.86	0.446
88	41748	435.28	436.74	 19...	[51264, 1294, 485, 51364]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.587	19...	435.28	436.74	0.587
89	41748	437.56	438.99	 Nej, det är förkylande.	[51364, 33840, 11, 1141, 3775, 4816, 4133, 75, 11123, 13, 51464]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.472	Nej,	437.56	437.94	0.575
89	41748	437.56	438.99	 Nej, det är förkylande.	[51364, 33840, 11, 1141, 3775, 4816, 4133, 75, 11123, 13, 51464]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.472	det	438.14	438.28	0.874
89	41748	437.56	438.99	 Nej, det är förkylande.	[51364, 33840, 11, 1141, 3775, 4816, 4133, 75, 11123, 13, 51464]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.472	är	438.28	438.36	0.834
89	41748	437.56	438.99	 Nej, det är förkylande.	[51364, 33840, 11, 1141, 3775, 4816, 4133, 75, 11123, 13, 51464]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.472	förkylande.	438.36	438.99	0.334
90	41748	438.99	439.78	 Du blev ändå inte rätt.	[51464, 5153, 37332, 24981, 1330, 2830, 38494, 13, 51564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.536	Du	438.99	439.01	0.385
90	41748	438.99	439.78	 Du blev ändå inte rätt.	[51464, 5153, 37332, 24981, 1330, 2830, 38494, 13, 51564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.536	blev	439.01	439.03	0.443
90	41748	438.99	439.78	 Du blev ändå inte rätt.	[51464, 5153, 37332, 24981, 1330, 2830, 38494, 13, 51564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.536	ändå	439.03	439.2	0.519
90	41748	438.99	439.78	 Du blev ändå inte rätt.	[51464, 5153, 37332, 24981, 1330, 2830, 38494, 13, 51564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.536	inte	439.2	439.38	0.699
90	41748	438.99	439.78	 Du blev ändå inte rätt.	[51464, 5153, 37332, 24981, 1330, 2830, 38494, 13, 51564]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.536	rätt.	439.38	439.78	0.739
91	41748	440.98	442.12	 Nej, vad har han gjort?	[51564, 33840, 11, 16684, 2233, 7276, 37420, 30, 51664]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.788	Nej,	440.98	441.0	0.517
91	41748	440.98	442.12	 Nej, vad har han gjort?	[51564, 33840, 11, 16684, 2233, 7276, 37420, 30, 51664]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.788	vad	441.4	441.58	0.856
91	41748	440.98	442.12	 Nej, vad har han gjort?	[51564, 33840, 11, 16684, 2233, 7276, 37420, 30, 51664]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.788	har	441.58	441.66	0.881
91	41748	440.98	442.12	 Nej, vad har han gjort?	[51564, 33840, 11, 16684, 2233, 7276, 37420, 30, 51664]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.788	han	441.66	441.78	0.925
91	41748	440.98	442.12	 Nej, vad har han gjort?	[51564, 33840, 11, 16684, 2233, 7276, 37420, 30, 51664]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.788	gjort?	441.78	442.12	0.845
92	41748	443.78	444.58	 Däremellan.	[51664, 413, 737, 2579, 898, 282, 13, 51764]	0.0	-0.36477569433359	1.4212962962962963	0.09808460623025894	0.887	Däremellan.	443.78	444.58	0.887
93	44748	447.6	449.02	 Det är som det är lite svårt.	[50364, 4237, 3775, 3307, 1141, 3775, 15100, 17342, 45287, 13, 50464]	0.0	-0.2753353714942932	1.0512820512820513	0.003840456251055002	0.594	Det	447.6	447.94	0.767
93	44748	447.6	449.02	 Det är som det är lite svårt.	[50364, 4237, 3775, 3307, 1141, 3775, 15100, 17342, 45287, 13, 50464]	0.0	-0.2753353714942932	1.0512820512820513	0.003840456251055002	0.594	är	447.94	448.1	0.5
93	44748	447.6	449.02	 Det är som det är lite svårt.	[50364, 4237, 3775, 3307, 1141, 3775, 15100, 17342, 45287, 13, 50464]	0.0	-0.2753353714942932	1.0512820512820513	0.003840456251055002	0.594	som	448.1	448.22	0.367
93	44748	447.6	449.02	 Det är som det är lite svårt.	[50364, 4237, 3775, 3307, 1141, 3775, 15100, 17342, 45287, 13, 50464]	0.0	-0.2753353714942932	1.0512820512820513	0.003840456251055002	0.594	det	448.22	448.34	0.27
93	44748	447.6	449.02	 Det är som det är lite svårt.	[50364, 4237, 3775, 3307, 1141, 3775, 15100, 17342, 45287, 13, 50464]	0.0	-0.2753353714942932	1.0512820512820513	0.003840456251055002	0.594	är	448.34	448.42	0.741
93	44748	447.6	449.02	 Det är som det är lite svårt.	[50364, 4237, 3775, 3307, 1141, 3775, 15100, 17342, 45287, 13, 50464]	0.0	-0.2753353714942932	1.0512820512820513	0.003840456251055002	0.594	lite	448.42	448.58	0.619
93	44748	447.6	449.02	 Det är som det är lite svårt.	[50364, 4237, 3775, 3307, 1141, 3775, 15100, 17342, 45287, 13, 50464]	0.0	-0.2753353714942932	1.0512820512820513	0.003840456251055002	0.594	svårt.	448.58	449.02	0.941
94	44748	451.98	453.38	 Vad är nästa CV där också då?	[50564, 24788, 3775, 6433, 9140, 22995, 12976, 13312, 13762, 30, 50664]	0.0	-0.2753353714942932	1.0512820512820513	0.003840456251055002	0.818	Vad	451.98	452.16	0.696
94	44748	451.98	453.38	 Vad är nästa CV där också då?	[50564, 24788, 3775, 6433, 9140, 22995, 12976, 13312, 13762, 30, 50664]	0.0	-0.2753353714942932	1.0512820512820513	0.003840456251055002	0.818	är	452.16	452.26	0.843
94	44748	451.98	453.38	 Vad är nästa CV där också då?	[50564, 24788, 3775, 6433, 9140, 22995, 12976, 13312, 13762, 30, 50664]	0.0	-0.2753353714942932	1.0512820512820513	0.003840456251055002	0.818	nästa	452.26	452.5	0.967
94	44748	451.98	453.38	 Vad är nästa CV där också då?	[50564, 24788, 3775, 6433, 9140, 22995, 12976, 13312, 13762, 30, 50664]	0.0	-0.2753353714942932	1.0512820512820513	0.003840456251055002	0.818	CV	452.5	452.8	0.94
94	44748	451.98	453.38	 Vad är nästa CV där också då?	[50564, 24788, 3775, 6433, 9140, 22995, 12976, 13312, 13762, 30, 50664]	0.0	-0.2753353714942932	1.0512820512820513	0.003840456251055002	0.818	där	452.8	453.04	0.672
94	44748	451.98	453.38	 Vad är nästa CV där också då?	[50564, 24788, 3775, 6433, 9140, 22995, 12976, 13312, 13762, 30, 50664]	0.0	-0.2753353714942932	1.0512820512820513	0.003840456251055002	0.818	också	453.04	453.24	0.816
94	44748	451.98	453.38	 Vad är nästa CV där också då?	[50564, 24788, 3775, 6433, 9140, 22995, 12976, 13312, 13762, 30, 50664]	0.0	-0.2753353714942932	1.0512820512820513	0.003840456251055002	0.818	då?	453.24	453.38	0.71
95	44748	456.12	456.82	 Ja, exakt den.	[50764, 3530, 11, 454, 5886, 1441, 13, 50864]	0.0	-0.2753353714942932	1.0512820512820513	0.003840456251055002	0.789	Ja,	456.12	456.3	0.791
95	44748	456.12	456.82	 Ja, exakt den.	[50764, 3530, 11, 454, 5886, 1441, 13, 50864]	0.0	-0.2753353714942932	1.0512820512820513	0.003840456251055002	0.789	exakt	456.38	456.64	0.9
95	44748	456.12	456.82	 Ja, exakt den.	[50764, 3530, 11, 454, 5886, 1441, 13, 50864]	0.0	-0.2753353714942932	1.0512820512820513	0.003840456251055002	0.789	den.	456.64	456.82	0.606
96	45748	459.96	460.0	 Ja, den.	[50364, 3530, 11, 1441, 13, 50464]	0.0	-0.4089705559515184	1.0333333333333334	0.11990921199321747	0.356	Ja,	459.96	459.98	0.258
96	45748	459.96	460.0	 Ja, den.	[50364, 3530, 11, 1441, 13, 50464]	0.0	-0.4089705559515184	1.0333333333333334	0.11990921199321747	0.356	den.	459.98	460.0	0.493
97	45748	471.14	479.02	 Det som jag har ett till på här är att han inte skrivit någonting om sina betyg.	[51064, 4237, 3307, 6368, 2233, 5431, 4288, 4170, 6533, 3775, 951, 7276, 2830, 1110, 470, 10398, 43998, 3406, 43400, 778, 18103, 13, 51464]	0.0	-0.4089705559515184	1.0333333333333334	0.11990921199321747	0.705	Det	471.14	471.3	0.778
97	45748	471.14	479.02	 Det som jag har ett till på här är att han inte skrivit någonting om sina betyg.	[51064, 4237, 3307, 6368, 2233, 5431, 4288, 4170, 6533, 3775, 951, 7276, 2830, 1110, 470, 10398, 43998, 3406, 43400, 778, 18103, 13, 51464]	0.0	-0.4089705559515184	1.0333333333333334	0.11990921199321747	0.705	som	471.3	471.48	0.727
97	45748	471.14	479.02	 Det som jag har ett till på här är att han inte skrivit någonting om sina betyg.	[51064, 4237, 3307, 6368, 2233, 5431, 4288, 4170, 6533, 3775, 951, 7276, 2830, 1110, 470, 10398, 43998, 3406, 43400, 778, 18103, 13, 51464]	0.0	-0.4089705559515184	1.0333333333333334	0.11990921199321747	0.705	jag	471.48	471.62	0.751
97	45748	471.14	479.02	 Det som jag har ett till på här är att han inte skrivit någonting om sina betyg.	[51064, 4237, 3307, 6368, 2233, 5431, 4288, 4170, 6533, 3775, 951, 7276, 2830, 1110, 470, 10398, 43998, 3406, 43400, 778, 18103, 13, 51464]	0.0	-0.4089705559515184	1.0333333333333334	0.11990921199321747	0.705	har	471.62	472.22	0.718
97	45748	471.14	479.02	 Det som jag har ett till på här är att han inte skrivit någonting om sina betyg.	[51064, 4237, 3307, 6368, 2233, 5431, 4288, 4170, 6533, 3775, 951, 7276, 2830, 1110, 470, 10398, 43998, 3406, 43400, 778, 18103, 13, 51464]	0.0	-0.4089705559515184	1.0333333333333334	0.11990921199321747	0.705	ett	472.22	472.36	0.153
97	45748	471.14	479.02	 Det som jag har ett till på här är att han inte skrivit någonting om sina betyg.	[51064, 4237, 3307, 6368, 2233, 5431, 4288, 4170, 6533, 3775, 951, 7276, 2830, 1110, 470, 10398, 43998, 3406, 43400, 778, 18103, 13, 51464]	0.0	-0.4089705559515184	1.0333333333333334	0.11990921199321747	0.705	till	472.36	472.52	0.874
97	45748	471.14	479.02	 Det som jag har ett till på här är att han inte skrivit någonting om sina betyg.	[51064, 4237, 3307, 6368, 2233, 5431, 4288, 4170, 6533, 3775, 951, 7276, 2830, 1110, 470, 10398, 43998, 3406, 43400, 778, 18103, 13, 51464]	0.0	-0.4089705559515184	1.0333333333333334	0.11990921199321747	0.705	på	472.52	472.68	0.933
97	45748	471.14	479.02	 Det som jag har ett till på här är att han inte skrivit någonting om sina betyg.	[51064, 4237, 3307, 6368, 2233, 5431, 4288, 4170, 6533, 3775, 951, 7276, 2830, 1110, 470, 10398, 43998, 3406, 43400, 778, 18103, 13, 51464]	0.0	-0.4089705559515184	1.0333333333333334	0.11990921199321747	0.705	här	472.68	473.1	0.863
97	45748	471.14	479.02	 Det som jag har ett till på här är att han inte skrivit någonting om sina betyg.	[51064, 4237, 3307, 6368, 2233, 5431, 4288, 4170, 6533, 3775, 951, 7276, 2830, 1110, 470, 10398, 43998, 3406, 43400, 778, 18103, 13, 51464]	0.0	-0.4089705559515184	1.0333333333333334	0.11990921199321747	0.705	är	473.1	474.34	0.652
97	45748	471.14	479.02	 Det som jag har ett till på här är att han inte skrivit någonting om sina betyg.	[51064, 4237, 3307, 6368, 2233, 5431, 4288, 4170, 6533, 3775, 951, 7276, 2830, 1110, 470, 10398, 43998, 3406, 43400, 778, 18103, 13, 51464]	0.0	-0.4089705559515184	1.0333333333333334	0.11990921199321747	0.705	att	474.34	474.54	0.577
97	45748	471.14	479.02	 Det som jag har ett till på här är att han inte skrivit någonting om sina betyg.	[51064, 4237, 3307, 6368, 2233, 5431, 4288, 4170, 6533, 3775, 951, 7276, 2830, 1110, 470, 10398, 43998, 3406, 43400, 778, 18103, 13, 51464]	0.0	-0.4089705559515184	1.0333333333333334	0.11990921199321747	0.705	han	474.54	474.66	0.896
97	45748	471.14	479.02	 Det som jag har ett till på här är att han inte skrivit någonting om sina betyg.	[51064, 4237, 3307, 6368, 2233, 5431, 4288, 4170, 6533, 3775, 951, 7276, 2830, 1110, 470, 10398, 43998, 3406, 43400, 778, 18103, 13, 51464]	0.0	-0.4089705559515184	1.0333333333333334	0.11990921199321747	0.705	inte	474.66	474.9	0.724
